Movie_Name,Genre,Duration,Ratings,Voting_counts
Combat Code: Hunt,Mystery,1h 16m,7.7,20
It is Only Sound that Remains,Mystery,1h 30m,N/A,N/A
Imperfection,Mystery,1h 11m,N/A,N/A
Rem,Mystery,1h 12m,N/A,N/A
The Answer to All Questions,Mystery,N/A,6.7,17
Verified,Mystery,1h 37m,5.1,9
Your Loving Mother,Mystery,1h 54m,N/A,N/A
Deux hommes un destin,Mystery,1h 34m,N/A,N/A
The Director's Cut,Mystery,1h 22m,4.2,16
Hometown Mysteries: A Farmhouse Murder,Mystery,1h 46m,2.4,5
L'Aigle Du Vieux-Moulin,Mystery,50m,N/A,N/A
Universe,Mystery,1h 32m,N/A,N/A
Sragaal,Mystery,2h 20m,8.5,21
King Saud,Mystery,1h 40m,7.8,14
The Hole Story,Mystery,1h 27m,7.4,8
Murder at Rough Point,Mystery,1h 11m,N/A,N/A
Piri Reis: The Incredible Chart,Mystery,2h 18m,7.0,27
Samhain,Mystery,N/A,N/A,N/A
Within the Walls,Mystery,1h 36m,6.4,15
At Sea,Mystery,1h 7m,N/A,N/A
"...Mayombe, Paula?",Mystery,N/A,N/A,N/A
Mid West,Mystery,N/A,N/A,N/A
Misteri Bilik Korek Api,Mystery,1h 13m,5.6,10
The Man,Mystery,1h 4m,N/A,N/A
Ramuvinte Manaivikal,Mystery,1h 56m,N/A,N/A
A Question of Guilt,Mystery,N/A,6.2,24
Dank Frank,Mystery,1h 23m,N/A,N/A
The Law of Attraction,Mystery,N/A,N/A,N/A
Things We Lost Last Night,Mystery,1h 3m,N/A,N/A
Five Nights at Freddy's Minecraft Roleplay Movie,Mystery,1h 24m,N/A,N/A
Toys R Us (Fanmade FIim),Mystery,2h,N/A,N/A
"I'm Okay, We're Okay",Mystery,1h 47m,6.7,6
Qianhe xiansheng,Mystery,1h 22m,4.4,5
Korsakoff,Mystery,1h 40m,N/A,N/A
Crime by Design,Mystery,N/A,N/A,N/A
God Ain't Sleep,Mystery,1h 20m,N/A,N/A
The Scarlet Fry Collection,Mystery,N/A,N/A,N/A
Mr. Stones,Mystery,N/A,N/A,N/A
The Boy Inside the Cocoon,Mystery,2h 6m,N/A,N/A
Exipsosi,Mystery,N/A,N/A,N/A
AusWeg,Mystery,N/A,8.7,42
Biswas Villa-An Unfinished Story,Mystery,54m,8.6,21
Aliens Uncovered: The Land of Legends,Mystery,N/A,7.3,14
Soul Harvest,Mystery,N/A,N/A,N/A
"Munaa, the legend (Part1)",Mystery,42m,N/A,N/A
Giant fish,Mystery,1h 24m,N/A,N/A
The Faceless Man Project,Mystery,1h 29m,N/A,N/A
Kinoplenka N8,Mystery,1h 50m,4.3,59
Aliens Uncovered: The Thunder God,Mystery,N/A,7.5,12
Don't Open the Box,Mystery,45m,7.0,9
La función,Mystery,1h 33m,5.7,8
Black Game Night,Mystery,N/A,N/A,N/A
Endgame,Mystery,N/A,N/A,N/A
21.4,Mystery,1h 52m,N/A,N/A
Crossroad,Mystery,N/A,8.2,13
It's Not the Time,Mystery,1h 18m,6.6,22
Word,Mystery,N/A,8.0,11
Odile: Opening before Christmas,Mystery,N/A,6.6,17
Khoroshie devochki,Mystery,1h 31m,8.7,8
Reefer Monster Madness,Mystery,N/A,N/A,N/A
The Death of Sysiphus,Mystery,36m,N/A,N/A
Dragoons,Mystery,1h 17m,N/A,N/A
Le discours des songes,Mystery,1h 10m,N/A,N/A
Crew Without a Clue,Mystery,1h 53m,N/A,N/A
The Burned Hand,Mystery,1h 25m,8.0,12
Okhota na russkogo geniya,Mystery,1h 11m,5.5,13
Mad Dreams,Mystery,1h 23m,N/A,N/A
Frozen Run,Mystery,1h 31m,N/A,N/A
The Royal Family Alien Lizard People,Mystery,N/A,N/A,N/A
The Old Baraboo Inn,Mystery,48m,N/A,N/A
Ghost of Spring,Mystery,1h 18m,N/A,N/A
Intuition,Mystery,N/A,N/A,N/A
The Statement,Mystery,N/A,N/A,N/A
Demons vs. Ghosts,Mystery,1h 32m,7.6,8
A Woman with a Wooden Cart,Mystery,N/A,5.6,9
Tomb Guardian Man,Mystery,N/A,N/A,N/A
Blue Caveman,Mystery,N/A,N/A,N/A
Spiracy,Mystery,N/A,N/A,N/A
The Film Lost to Time,Mystery,1h 15m,N/A,N/A
Teorem,Mystery,1h 28m,N/A,N/A
Paranormal Encounters at the Miami YMCA,Mystery,52m,N/A,N/A
The Killer,Mystery,N/A,N/A,N/A
Duplicitous Minds,Mystery,N/A,N/A,N/A
LOST: Avalon Station,Mystery,N/A,N/A,N/A
Hi8 Resurrectio Director's Cut,Mystery,1h 17m,N/A,N/A
Cose nere,Mystery,1h 23m,N/A,N/A
Belyy parokhod,Mystery,1h 37m,7.7,10
So It Goes,Mystery,1h 17m,3.2,19
Suhaila Bint Duaim,Mystery,2h 36m,N/A,N/A
Keeper of the Reel,Mystery,46m,N/A,N/A
Tangled Tales: The Movie,Mystery,N/A,N/A,N/A
Miller,Mystery,1h 24m,N/A,N/A
The Rabble Story,Mystery,18m,N/A,N/A
Worship,Mystery,1h 15m,N/A,N/A
Cramp My Style,Mystery,N/A,N/A,N/A
Bhagirathi Missing,Mystery,N/A,N/A,N/A
Mountain Guardians,Mystery,1h 22m,N/A,N/A
Batchack Man - The Peacemakers,Mystery,1h 30m,N/A,N/A
Bet on Black,Mystery,N/A,N/A,N/A
Lacerta,Mystery,N/A,N/A,N/A
Melodies of a Sugar-Coated Blade,Mystery,1h 37m,N/A,N/A
God Vs AI,Mystery,N/A,N/A,N/A
Infrastrata,Mystery,1h 5m,N/A,N/A
A Second Glance,Mystery,N/A,N/A,N/A
Sendero de Sombras (Shadow Trail),Mystery,N/A,N/A,N/A
Mi an Xun Xiong,Mystery,N/A,N/A,N/A
El banquete,Mystery,1h 18m,N/A,N/A
The Cosmic Joker,Mystery,N/A,N/A,N/A
Math,Mystery,N/A,N/A,N/A
Raphael,Mystery,10m,N/A,N/A
Walking Girl,Mystery,N/A,N/A,N/A
Sanket,Mystery,1h 32m,N/A,N/A
Luo Hua Dong Xin Niang,Mystery,N/A,N/A,N/A
The Stooges Cigarette,Mystery,N/A,N/A,N/A
Lealtad o Morir,Mystery,1h 27m,8.5,11
Once Passed On,Mystery,1h 31m,6.6,7
Not One and Not Two,Mystery,1h 12m,5.6,6
Frankenstein in the Mirror,Mystery,1h,N/A,N/A
Think Harder,Mystery,N/A,N/A,N/A
Who Could've Done This?,Mystery,31m,N/A,N/A
Vingança Mascarada,Mystery,N/A,N/A,N/A
Bragow,Mystery,2h,N/A,N/A
Victoria Kelly,Mystery,N/A,N/A,N/A
What I Can Do for You,Mystery,1h 56m,N/A,N/A
Adopt me All hallows Eve II,Mystery,35m,N/A,N/A
By Day They Meet with Darkness,Mystery,N/A,N/A,N/A
These Mortal Coils,Mystery,1h 51m,N/A,N/A
"Disrupted Expectations 4: Art, Words, and Mind Powers",Mystery,1h 33m,N/A,N/A
Painted Smile,Mystery,N/A,N/A,N/A
Rajwant,Mystery,N/A,N/A,N/A
Anomalous Tomsk: Nightmare,Mystery,1h 33m,N/A,N/A
Sweet Osmanthus Flowering Late,Mystery,2h 16m,N/A,N/A
Bob & Milo,Mystery,54m,N/A,N/A
Halloween: The Evil of Michael Myers,Mystery,N/A,N/A,N/A
"The Actor, the Nurse, & The Cryptid",Mystery,2h 11m,N/A,N/A
Ghubar,Mystery,N/A,N/A,N/A
Gregório & as Patricinhas,Mystery,N/A,N/A,N/A
An Angel Knocking on My Door,Mystery,1h,N/A,N/A
Gunehegaar,Mystery,1h 8m,N/A,N/A
Learn to Love Death,Mystery,26m,N/A,N/A
Messpsycho Evil,Mystery,N/A,N/A,N/A
Some Deep-Fried Trouble,Mystery,48m,N/A,N/A
Boxes (or) The Next Life of Brian,Mystery,N/A,N/A,N/A
Di Ren Jie Zhi Kang Long You Hui,Mystery,N/A,N/A,N/A
1999 Hiraeth,Mystery,1h 44m,N/A,N/A
Guess Who,Mystery,N/A,N/A,N/A
zwtral llil3l30T,Mystery,N/A,N/A,N/A
Cities That Live... Die ...Berlin,Mystery,N/A,N/A,N/A
The Last Smile of Ms. Smile,Mystery,N/A,N/A,N/A
Psycho Holibaaz,Mystery,N/A,N/A,N/A
Pharism: Prologue,Mystery,1h 18m,N/A,N/A
Hammitt,Mystery,1h 10m,N/A,N/A
Flick Flick 8,Mystery,4h 44m,N/A,N/A
Dream of Deceit,Mystery,N/A,N/A,N/A
An Adventure into Oblivion,Mystery,57m,N/A,N/A
Haze,Mystery,N/A,N/A,N/A
Nosce Te Ipsum Part Four,Mystery,2h 21m,N/A,N/A
Kamilota,Mystery,N/A,N/A,N/A
Cloud Chamber: The Folded World,Mystery,1h 43m,N/A,N/A
Dhusar Pandulipi,Mystery,N/A,N/A,N/A
Donto Rohoshyo,Mystery,2h 17m,N/A,N/A
Pemburu Saka,Mystery,1h 29m,N/A,N/A
Xun zhao xiao shi de lian ren,Mystery,1h 43m,N/A,N/A
Acceleration Horology,Mystery,N/A,N/A,N/A
The Pandemic Dilemma,Mystery,2h 6m,N/A,N/A
Luk Thep Tom 3,Mystery,1h 10m,N/A,N/A
Unexplained Mysteries of the World,Mystery,N/A,N/A,N/A
Dave Gentic & Headgun,Mystery,57m,N/A,N/A
The Hauntologist,Mystery,55m,N/A,N/A
The Veyshal Movie,Mystery,2h,N/A,N/A
Entre Paris et Leuven,Mystery,1h 47m,N/A,N/A
